Id,SalePrice
1461,124322.9311534318
1462,154310.99733513457
1463,177665.76974945483
1464,187546.73162306272
1465,202247.23908636067
1466,175799.3510889496
1467,169232.22545659004
1468,167381.18420283232
1469,184403.91842605936
1470,124432.94494297214
1471,198134.50017232812
1472,95824.39348709554
1473,95726.1059869865
1474,150575.00570966103
1475,137472.4575982008
1476,388272.2566899503
1477,275557.0890256985
1478,288995.3701346126
1479,273265.5071155328
1480,473225.0742495354
1481,366713.68602466834
1482,215106.67169930987
1483,172586.04507149747
1484,169548.32555193125
1485,171139.1303057831
1486,191774.84210244092
1487,391996.8013876123
1488,235613.67479297527
1489,200178.00027473617
1490,206946.04629087137
1491,191772.35991759173
1492,93511.1381316105
1493,194277.6033602457
1494,310079.63321272144
1495,294061.4809898518
1496,223647.1362767063
1497,176639.65112160862
1498,161614.38704508299
1499,164593.8490251223
1500,152836.67969007167
1501,165189.9880020915
1502,156955.4000664932
1503,310621.5725979583
1504,230680.48347973876
1505,216415.09107207027
1506,183051.26271384367
1507,237439.33470745722
1508,192373.24316947028
1509,161017.3964559913
1510,147104.72190081602
1511,145866.70634622948
1512,169575.10166312702
1513,153657.3622395419
1514,183549.1693276281
1515,194935.15471463618
1516,169616.26881950803
1517,156999.97791240853
1518,133125.2528973104
1519,219617.26609419697
1520,134563.61211522308
1521,137337.1354854399
1522,171308.44492230058
1523,108880.62477735514
1524,123637.37338149312
1525,122030.27568840186
1526,129146.37457192136
1527,110274.44721189712
1528,127628.09622212703
1529,146190.54063757035
1530,179729.0774036478
1531,109523.04228894049
1532,105504.09928414335
1533,144033.3361407052
1534,118362.56470046124
1535,149739.86111852474
1536,113410.95936361741
1537,101632.96103795269
1538,188651.2160603164
1539,205008.99973870706
1540,79308.88643902814
1541,129240.90245228948
1542,128068.39060209233
1543,221512.08849211354
1544,77863.52461178962
1545,113866.4575826218
1546,123353.96558086405
1547,124855.57475050996
1548,129363.77930744637
1549,115002.77721644206
1550,138797.41114481655
1551,120753.49113511984
1552,137543.64002297792
1553,143390.91753074396
1554,109712.10797416898
1555,166319.03270463334
1556,85909.50285570009
1557,118342.77442501721
1558,99091.44844456743
1559,100961.42419381237
1560,139794.55940284603
1561,128158.12512287089
1562,126246.1840823763
1563,119167.59192902822
1564,163170.123376729
1565,146935.0494134749
1566,218877.26006780917
1567,87681.45493234562
1568,212374.35583491225
1569,136846.32577995062
1570,134840.33123923108
1571,129633.18273746692
1572,143185.478276811
1573,256691.8039022409
1574,122169.5523474417
1575,221268.01311055652
1576,215031.17685893245
1577,195852.60918195752
1578,145652.9023318457
1579,145376.54488671146
1580,193215.480069453
1581,147009.30466987233
1582,124579.98329473336
1583,349088.3746924003
1584,231231.3980485068
1585,141349.82603505993
1586,75218.88216972175
1587,100761.18815099027
1588,149017.18043685972
1589,105906.9087424835
1590,137887.36670610748
1591,100579.90957151273
1592,120199.63151433347
1593,127602.95886736686
1594,114758.0032300142
1595,127256.06431911948
1596,232527.61908379808
1597,172100.20053922717
1598,203614.25187115485
1599,204365.53939891126
1600,198003.48697778216
1601,85273.8945382819
1602,112151.57797868551
1603,97956.96390697107
1604,273411.3762889034
1605,255545.31341231326
1606,165715.06495594105
1607,172605.7074042191
1608,220506.35304812642
1609,196692.78918452348
1610,150800.17222061614
1611,145211.27285586353
1612,167273.18940512819
1613,158212.41865722797
1614,122991.69118818961
1615,91285.21195969317
1616,78896.7074365707
1617,95068.98326446599
1618,122997.61321208274
1619,147416.2325889563
1620,160694.22577276992
1621,140289.67490926076
1622,134104.51502110407
1623,308740.72769932356
1624,200370.71665997294
1625,130383.29949101449
1626,166332.0097758166
1627,187330.95704296065
1628,290862.8730055436
1629,177805.98011287898
1630,388736.7000429244
1631,226940.26368084212
1632,251983.03060239844
1633,164380.20627183586
1634,184067.3680109618
1635,184865.66877977597
1636,162017.18350153783
1637,181144.97419186227
1638,211982.86160617837
1639,175688.03630867886
1640,250378.37628663288
1641,179160.75271820967
1642,207472.4241403771
1643,221267.98375009623
1644,218130.35339019526
1645,184382.72198056374
1646,157598.20123923974
1647,170716.2810128179
1648,135986.52559686248
1649,136878.2724686615
1650,118845.57494068993
1651,121204.55608832379
1652,95446.29142917208
1653,99577.31293287933
1654,150110.14438021588
1655,157638.35430066512
1656,145371.28333350515
1657,148055.86212367433
1658,141190.13749335537
1659,143699.4669601941
1660,152014.77991547922
1661,427368.08931391686
1662,416027.35230695386
1663,392777.5780208582
1664,389142.5521628313
1665,309980.29754690774
1666,335319.5752156466
1667,376532.67802462325
1668,344534.86655283475
1669,285962.85377131397
1670,357738.4141532613
1671,254312.18265676152
1672,441316.00209806097
1673,305111.5063023
1674,244569.14094506696
1675,173760.61076502345
1676,175203.2715025001
1677,216671.5803027148
1678,405881.87476853287
1679,378911.1262471571
1680,322897.1299495916
1681,270533.33327368344
1682,306103.8449235162
1683,175430.63931547647
1684,177542.36957612552
1685,175236.96070588773
1686,174635.55952461873
1687,161494.8142300316
1688,187902.7664101828
1689,191868.18288683164
1690,190943.6977136197
1691,180586.90901179335
1692,275798.5519037565
1693,163680.04162211408
1694,183189.51345145731
1695,165714.04261978524
1696,289532.85763929656
1697,167087.9691738909
1698,394523.81873602484
1699,338247.86110482045
1700,243163.3588283076
1701,267954.20557331824
1702,271607.3228038514
1703,258373.53265751663
1704,312021.78509453055
1705,229971.1369621928
1706,395118.897421512
1707,212331.94194036457
1708,196729.1595030617
1709,309564.7682275046
1710,223964.1222991009
1711,241854.1343479554
1712,282915.36481321976
1713,245041.3600157228
1714,211361.6312136165
1715,202798.18386788733
1716,176602.59875605337
1717,173453.11622696475
1718,143630.55038621655
1719,196421.13296480404
1720,254229.03731206898
1721,171554.6256508658
1722,135881.90823869003
1723,153700.3094177878
1724,179297.5628481072
1725,239811.52547853198
1726,184243.37774176165
1727,157477.16449795832
1728,186937.323749969
1729,162486.31032366827
1730,163247.4924436926
1731,123395.62294744284
1732,129063.88602841996
1733,117771.41765409648
1734,124808.73333148178
1735,132718.53724533605
1736,114607.58132814462
1737,360390.660973014
1738,209369.43790741306
1739,288305.50274100783
1740,213337.7797290854
1741,193416.49368510224
1742,165189.9880020915
1743,171937.75338481434
1744,310724.82288009947
1745,217098.16674303147
1746,246854.56987420362
1747,223056.90972288177
1748,227642.73460222722
1749,146568.63833337298
1750,135049.9090666156
1751,242492.8367536463
1752,119562.47023198364
1753,142087.5242014364
1754,221242.75020389564
1755,162620.0023357636
1756,130574.56736692457
1757,119699.96090338682
1758,144856.07296535355
1759,154516.9791856044
1760,168159.74633166444
1761,149020.85373739962
1762,169620.0472037874
1763,174543.64344404888
1764,112853.60432075632
1765,175287.94518788147
1766,184402.669557941
1767,221147.98199792753
1768,141581.43438013908
1769,176498.64084306505
1770,144535.77136742618
1771,136482.8915873451
1772,137350.8207260618
1773,133694.21137507926
1774,144817.7456593661
1775,136919.55666359892
1776,131333.35942129497
1777,115881.89057755325
1778,135633.05333798946
1779,112279.22443082111
1780,184897.11017835303
1781,132229.4010128
1782,95937.54824977567
1783,133489.80237644832
1784,99375.01690102779
1785,122546.90904145535
1786,158886.52965645958
1787,170551.39013802298
1788,69845.78246744191
1789,108510.45979688253
1790,92009.95021559387
1791,179428.4561438969
